event_id,session_id,user_id,event_type,event_seq,timestamp,car_type,area,product_id,rental_days,price,device
evt_000786,sess_0174,user_0352,view,4,2025-06-11T18:48:11,SUV,narita,prod_004,,,mobile
evt_000787,sess_0174,user_0352,view,5,2025-06-11T18:49:16,minivan,chiba,prod_006,,,mobile
evt_000788,sess_0174,user_0352,view,6,2025-06-11T18:53:13,hatchback,funabashi,prod_012,,,mobile
evt_000789,sess_0175,user_0308,view,1,2025-06-13T04:44:00,SUV,narita,prod_004,,,mobile
evt_000790,sess_0175,user_0308,view,2,2025-06-13T04:47:47,SUV,chiba,prod_001,,,mobile
evt_000791,sess_0175,user_0308,view,3,2025-06-13T04:48:38,SUV,narita,prod_004,,,mobile
evt_000792,sess_0175,user_0308,view,4,2025-06-13T04:51:33,SUV,narita,prod_004,,,mobile
evt_000793,sess_0175,user_0308,purchase,5,2025-06-13T04:54:39,SUV,narita,prod_004,3,29124,mobile
evt_000794,sess_0176,user_0523,view,1,2025-06-20T13:44:00,minivan,kashiwa,prod_008,,,mobile
evt_000795,sess_0176,user_0523,view,2,2025-06-20T13:47:57,hatchback,chiba,prod_011,,,mobile
evt_000796,sess_0176,user_0523,view,3,2025-06-20T13:49:44,SUV,funabashi,prod_002,,,mobile
evt_000797,sess_0176,user_0523,view,4,2025-06-20T13:51:18,minivan,narita,prod_009,,,mobile
evt_000798,sess_0176,user_0523,purchase,5,2025-06-20T13:53:19,SUV,funabashi,prod_002,4,36161,mobile
evt_000799,sess_0177,user_0602,view,1,2025-06-08T23:18:00,minivan,chiba,prod_006,,,mobile
evt_000800,sess_0177,user_0602,view,2,2025-06-08T23:20:21,hatchback,chiba,prod_011,,,mobile
evt_000801,sess_0177,user_0602,view,3,2025-06-08T23:22:22,minivan,katsuura,prod_010,,,mobile
evt_000802,sess_0177,user_0602,purchase,4,2025-06-08T23:23:08,minivan,chiba,prod_006,3,35733,mobile
evt_000803,sess_0178,user_0317,view,1,2025-06-22T15:17:00,hatchback,narita,prod_014,,,mobile
evt_000804,sess_0178,user_0317,view,2,2025-06-22T15:18:29,minivan,chiba,prod_006,,,mobile
evt_000805,sess_0178,user_0317,view,3,2025-06-22T15:21:47,minivan,narita,prod_009,,,mobile
evt_000806,sess_0178,user_0317,view,4,2025-06-22T15:24:03,minivan,narita,prod_009,,,mobile
evt_000807,sess_0178,user_0317,view,5,2025-06-22T15:26:47,SUV,narita,prod_004,,,mobile
evt_000808,sess_0178,user_0317,purchase,6,2025-06-22T15:29:23,minivan,chiba,prod_006,2,23556,mobile
evt_000809,sess_0179,user_0453,view,1,2025-06-23T02:05:00,SUV,narita,prod_004,,,mobile
evt_000810,sess_0179,user_0453,view,2,2025-06-23T02:08:44,SUV,chiba,prod_001,,,mobile
evt_000811,sess_0179,user_0453,view,3,2025-06-23T02:09:05,minivan,chiba,prod_006,,,mobile
evt_000812,sess_0179,user_0453,view,4,2025-06-23T02:11:48,SUV,chiba,prod_001,,,mobile
evt_000813,sess_0179,user_0453,view,5,2025-06-23T02:15:11,minivan,funabashi,prod_007,,,mobile
evt_000814,sess_0179,user_0453,purchase,6,2025-06-23T02:17:07,SUV,narita,prod_004,4,39949,mobile
evt_000815,sess_0180,user_0628,view,1,2025-06-29T11:43:00,minivan,kashiwa,prod_008,,,desktop
evt_000816,sess_0180,user_0628,view,2,2025-06-29T11:45:25,SUV,chiba,prod_001,,,desktop
evt_000817,sess_0180,user_0628,view,3,2025-06-29T11:45:57,hatchback,chiba,prod_011,,,desktop
evt_000818,sess_0180,user_0628,view,4,2025-06-29T11:46:43,SUV,chiba,prod_001,,,desktop
evt_000819,sess_0180,user_0628,view,5,2025-06-29T11:48:55,hatchback,chiba,prod_011,,,desktop
evt_000820,sess_0180,user_0628,purchase,6,2025-06-29T11:49:53,SUV,chiba,prod_001,2,19221,desktop
evt_000821,sess_0181,user_0511,view,1,2025-06-09T15:21:00,SUV,narita,prod_004,,,desktop
evt_000822,sess_0181,user_0511,view,2,2025-06-09T15:24:49,minivan,chiba,prod_006,,,desktop
evt_000823,sess_0181,user_0511,view,3,2025-06-09T15:28:25,minivan,funabashi,prod_007,,,desktop
evt_000824,sess_0181,user_0511,view,4,2025-06-09T15:30:38,SUV,katsuura,prod_005,,,desktop
evt_000825,sess_0181,user_0511,view,5,2025-06-09T15:31:48,minivan,narita,prod_009,,,desktop
evt_000826,sess_0182,user_0214,view,1,2025-06-10T10:03:00,SUV,chiba,prod_001,,,mobile
evt_000827,sess_0182,user_0214,view,2,2025-06-10T10:06:10,SUV,chiba,prod_001,,,mobile
evt_000828,sess_0182,user_0214,view,3,2025-06-10T10:09:12,SUV,chiba,prod_001,,,mobile
evt_000829,sess_0182,user_0214,view,4,2025-06-10T10:12:55,SUV,chiba,prod_001,,,mobile
evt_000830,sess_0182,user_0214,purchase,5,2025-06-10T10:16:37,SUV,chiba,prod_001,2,18965,mobile
evt_000831,sess_0183,user_0611,view,1,2025-06-30T17:02:00,SUV,kashiwa,prod_003,,,mobile
evt_000832,sess_0183,user_0611,view,2,2025-06-30T17:02:47,SUV,chiba,prod_001,,,mobile
evt_000833,sess_0183,user_0611,view,3,2025-06-30T17:05:29,hatchback,narita,prod_014,,,mobile
evt_000834,sess_0183,user_0611,view,4,2025-06-30T17:09:15,hatchback,narita,prod_014,,,mobile
evt_000835,sess_0184,user_0367,view,1,2025-06-22T16:36:00,SUV,narita,prod_004,,,desktop
evt_000836,sess_0184,user_0367,view,2,2025-06-22T16:40:00,hatchback,chiba,prod_011,,,desktop
evt_000837,sess_0184,user_0367,view,3,2025-06-22T16:40:59,minivan,narita,prod_009,,,desktop
evt_000838,sess_0184,user_0367,view,4,2025-06-22T16:43:37,minivan,chiba,prod_006,,,desktop
evt_000839,sess_0184,user_0367,purchase,5,2025-06-22T16:46:40,minivan,narita,prod_009,5,61952,desktop
evt_000840,sess_0185,user_0373,view,1,2025-06-14T06:15:00,minivan,narita,prod_009,,,desktop
evt_000841,sess_0185,user_0373,view,2,2025-06-14T06:15:48,SUV,narita,prod_004,,,desktop
evt_000842,sess_0185,user_0373,view,3,2025-06-14T06:16:19,hatchback,chiba,prod_011,,,desktop
evt_000843,sess_0185,user_0373,view,4,2025-06-14T06:16:47,SUV,kashiwa,prod_003,,,desktop
evt_000844,sess_0185,user_0373,view,5,2025-06-14T06:17:32,SUV,narita,prod_004,,,desktop
evt_000845,sess_0185,user_0373,view,6,2025-06-14T06:19:31,hatchback,kashiwa,prod_013,,,desktop
evt_000846,sess_0185,user_0373,purchase,7,2025-06-14T06:22:50,minivan,narita,prod_009,2,25130,desktop
evt_000847,sess_0186,user_0014,view,1,2025-06-18T04:07:00,hatchback,chiba,prod_011,,,desktop
evt_000848,sess_0186,user_0014,view,2,2025-06-18T04:09:57,minivan,chiba,prod_006,,,desktop
evt_000849,sess_0186,user_0014,view,3,2025-06-18T04:10:35,hatchback,chiba,prod_011,,,desktop
evt_000850,sess_0186,user_0014,view,4,2025-06-18T04:11:50,hatchback,chiba,prod_011,,,desktop
evt_000851,sess_0186,user_0014,view,5,2025-06-18T04:15:15,SUV,funabashi,prod_002,,,desktop
evt_000852,sess_0186,user_0014,purchase,6,2025-06-18T04:16:24,minivan,chiba,prod_006,2,21490,desktop
evt_000853,sess_0187,user_0572,view,1,2025-06-24T08:15:00,minivan,chiba,prod_006,,,mobile
evt_000854,sess_0187,user_0572,view,2,2025-06-24T08:17:53,minivan,funabashi,prod_007,,,mobile
evt_000855,sess_0187,user_0572,view,3,2025-06-24T08:19:33,minivan,katsuura,prod_010,,,mobile
evt_000856,sess_0187,user_0572,view,4,2025-06-24T08:23:29,minivan,narita,prod_009,,,mobile
evt_000857,sess_0187,user_0572,view,5,2025-06-24T08:25:39,hatchback,funabashi,prod_012,,,mobile
evt_000858,sess_0187,user_0572,purchase,6,2025-06-24T08:27:00,minivan,chiba,prod_006,3,35934,mobile
evt_000859,sess_0188,user_0261,view,1,2025-06-15T01:02:00,hatchback,funabashi,prod_012,,,mobile
evt_000860,sess_0188,user_0261,view,2,2025-06-15T01:03:40,SUV,katsuura,prod_005,,,mobile
evt_000861,sess_0189,user_0567,view,1,2025-06-15T01:00:00,SUV,kashiwa,prod_003,,,mobile
evt_000862,sess_0189,user_0567,view,2,2025-06-15T01:01:15,minivan,narita,prod_009,,,mobile
evt_000863,sess_0189,user_0567,view,3,2025-06-15T01:04:57,minivan,kashiwa,prod_008,,,mobile
evt_000864,sess_0189,user_0567,view,4,2025-06-15T01:08:13,minivan,narita,prod_009,,,mobile
evt_000865,sess_0189,user_0567,purchase,5,2025-06-15T01:08:57,minivan,narita,prod_009,4,49252,mobile
evt_000866,sess_0190,user_0081,view,1,2025-06-01T21:29:00,hatchback,narita,prod_014,,,desktop
evt_000867,sess_0190,user_0081,view,2,2025-06-01T21:29:33,SUV,chiba,prod_001,,,desktop
evt_000868,sess_0190,user_0081,view,3,2025-06-01T21:32:11,minivan,funabashi,prod_007,,,desktop
evt_000869,sess_0190,user_0081,view,4,2025-06-01T21:35:29,SUV,chiba,prod_001,,,desktop
evt_000870,sess_0190,user_0081,view,5,2025-06-01T21:38:56,hatchback,katsuura,prod_015,,,desktop
evt_000871,sess_0190,user_0081,view,6,2025-06-01T21:42:28,minivan,kashiwa,prod_008,,,desktop
evt_000872,sess_0190,user_0081,purchase,7,2025-06-01T21:43:44,hatchback,katsuura,prod_015,2,12605,desktop
evt_000873,sess_0191,user_0488,view,1,2025-06-19T08:47:00,minivan,chiba,prod_006,,,mobile
evt_000874,sess_0191,user_0488,view,2,2025-06-19T08:49:57,hatchback,funabashi,prod_012,,,mobile
evt_000875,sess_0191,user_0488,view,3,2025-06-19T08:51:19,SUV,narita,prod_004,,,mobile
evt_000876,sess_0191,user_0488,view,4,2025-06-19T08:53:01,minivan,kashiwa,prod_008,,,mobile
evt_000877,sess_0191,user_0488,view,5,2025-06-19T08:53:49,minivan,funabashi,prod_007,,,mobile
evt_000878,sess_0191,user_0488,purchase,6,2025-06-19T08:55:38,hatchback,funabashi,prod_012,3,19178,mobile
evt_000879,sess_0192,user_0174,view,1,2025-06-06T11:44:00,hatchback,funabashi,prod_012,,,desktop
evt_000880,sess_0192,user_0174,view,2,2025-06-06T11:46:58,hatchback,katsuura,prod_015,,,desktop
evt_000881,sess_0192,user_0174,purchase,3,2025-06-06T11:50:47,hatchback,funabashi,prod_012,3,17924,desktop
evt_000882,sess_0193,user_0483,view,1,2025-06-18T12:21:00,minivan,narita,prod_009,,,mobile
evt_000883,sess_0193,user_0483,view,2,2025-06-18T12:21:31,SUV,chiba,prod_001,,,mobile
evt_000884,sess_0194,user_0633,view,1,2025-06-30T22:19:00,minivan,katsuura,prod_010,,,mobile
evt_000885,sess_0194,user_0633,view,2,2025-06-30T22:21:30,hatchback,chiba,prod_011,,,mobile
evt_000886,sess_0194,user_0633,view,3,2025-06-30T22:23:10,minivan,kashiwa,prod_008,,,mobile
evt_000887,sess_0194,user_0633,view,4,2025-06-30T22:23:52,SUV,kashiwa,prod_003,,,mobile
evt_000888,sess_0194,user_0633,purchase,5,2025-06-30T22:26:09,SUV,kashiwa,prod_003,1,9795,mobile
evt_000889,sess_0195,user_0313,view,1,2025-06-29T20:31:00,SUV,funabashi,prod_002,,,mobile
evt_000890,sess_0195,user_0313,view,2,2025-06-29T20:34:48,hatchback,katsuura,prod_015,,,mobile
evt_000891,sess_0195,user_0313,purchase,3,2025-06-29T20:36:19,SUV,funabashi,prod_002,2,17471,mobile
evt_000892,sess_0196,user_0392,view,1,2025-06-26T01:15:00,SUV,narita,prod_004,,,mobile
evt_000893,sess_0196,user_0392,view,2,2025-06-26T01:17:48,minivan,narita,prod_009,,,mobile
evt_000894,sess_0196,user_0392,view,3,2025-06-26T01:21:48,SUV,narita,prod_004,,,mobile
evt_000895,sess_0196,user_0392,view,4,2025-06-26T01:24:22,hatchback,funabashi,prod_012,,,mobile
evt_000896,sess_0196,user_0392,view,5,2025-06-26T01:27:59,SUV,katsuura,prod_005,,,mobile
evt_000897,sess_0196,user_0392,purchase,6,2025-06-26T01:28:59,SUV,narita,prod_004,5,47033,mobile
evt_000898,sess_0197,user_0326,view,1,2025-06-08T06:58:00,hatchback,chiba,prod_011,,,desktop
evt_000899,sess_0197,user_0326,view,2,2025-06-08T06:59:07,SUV,katsuura,prod_005,,,desktop
evt_000900,sess_0197,user_0326,view,3,2025-06-08T07:02:04,SUV,kashiwa,prod_003,,,desktop
evt_000901,sess_0197,user_0326,view,4,2025-06-08T07:03:23,hatchback,chiba,prod_011,,,desktop
evt_000902,sess_0197,user_0326,purchase,5,2025-06-08T07:03:49,hatchback,chiba,prod_011,2,12304,desktop
evt_000903,sess_0198,user_0620,view,1,2025-06-20T04:09:00,SUV,narita,prod_004,,,mobile
evt_000904,sess_0198,user_0620,view,2,2025-06-20T04:10:11,hatchback,chiba,prod_011,,,mobile
evt_000905,sess_0198,user_0620,view,3,2025-06-20T04:12:23,hatchback,kashiwa,prod_013,,,mobile
evt_000906,sess_0198,user_0620,view,4,2025-06-20T04:14:06,hatchback,katsuura,prod_015,,,mobile
evt_000907,sess_0198,user_0620,purchase,5,2025-06-20T04:16:15,SUV,narita,prod_004,4,39154,mobile
evt_000908,sess_0199,user_0321,view,1,2025-06-12T13:23:00,minivan,funabashi,prod_007,,,mobile
evt_000909,sess_0199,user_0321,view,2,2025-06-12T13:26:28,SUV,funabashi,prod_002,,,mobile
evt_000910,sess_0200,user_0051,view,1,2025-06-22T11:21:00,hatchback,kashiwa,prod_013,,,mobile
evt_000911,sess_0200,user_0051,view,2,2025-06-22T11:24:24,minivan,chiba,prod_006,,,mobile
evt_000912,sess_0200,user_0051,view,3,2025-06-22T11:27:13,hatchback,narita,prod_014,,,mobile
evt_000913,sess_0200,user_0051,purchase,4,2025-06-22T11:28:07,minivan,chiba,prod_006,1,11199,mobile
evt_000914,sess_0201,user_0207,view,1,2025-06-05T06:10:00,minivan,funabashi,prod_007,,,desktop
evt_000915,sess_0201,user_0207,view,2,2025-06-05T06:13:42,hatchback,kashiwa,prod_013,,,desktop
evt_000916,sess_0201,user_0207,view,3,2025-06-05T06:14:42,minivan,funabashi,prod_007,,,desktop
evt_000917,sess_0201,user_0207,view,4,2025-06-05T06:18:18,SUV,funabashi,prod_002,,,desktop
evt_000918,sess_0202,user_0167,view,1,2025-06-10T14:34:00,SUV,narita,prod_004,,,desktop
evt_000919,sess_0202,user_0167,view,2,2025-06-10T14:34:23,minivan,narita,prod_009,,,desktop
evt_000920,sess_0202,user_0167,view,3,2025-06-10T14:37:02,hatchback,kashiwa,prod_013,,,desktop
evt_000921,sess_0202,user_0167,purchase,4,2025-06-10T14:39:28,minivan,narita,prod_009,3,36051,desktop
evt_000922,sess_0203,user_0082,view,1,2025-06-03T01:06:00,SUV,chiba,prod_001,,,mobile
evt_000923,sess_0203,user_0082,view,2,2025-06-03T01:08:47,hatchback,funabashi,prod_012,,,mobile
evt_000924,sess_0203,user_0082,view,3,2025-06-03T01:09:29,SUV,funabashi,prod_002,,,mobile
evt_000925,sess_0203,user_0082,view,4,2025-06-03T01:10:34,SUV,chiba,prod_001,,,mobile
evt_000926,sess_0204,user_0610,view,1,2025-06-20T19:45:00,hatchback,chiba,prod_011,,,mobile
evt_000927,sess_0204,user_0610,view,2,2025-06-20T19:47:20,SUV,narita,prod_004,,,mobile
evt_000928,sess_0204,user_0610,purchase,3,2025-06-20T19:48:50,hatchback,chiba,prod_011,1,5888,mobile
evt_000929,sess_0205,user_0060,view,1,2025-06-15T18:41:00,SUV,kashiwa,prod_003,,,mobile
evt_000930,sess_0205,user_0060,view,2,2025-06-15T18:43:59,minivan,chiba,prod_006,,,mobile
evt_000931,sess_0205,user_0060,view,3,2025-06-15T18:46:43,minivan,narita,prod_009,,,mobile
evt_000932,sess_0205,user_0060,view,4,2025-06-15T18:49:10,minivan,chiba,prod_006,,,mobile
evt_000933,sess_0205,user_0060,view,5,2025-06-15T18:52:06,SUV,funabashi,prod_002,,,mobile
evt_000934,sess_0205,user_0060,view,6,2025-06-15T18:53:15,SUV,chiba,prod_001,,,mobile
evt_000935,sess_0206,user_0213,view,1,2025-06-15T09:10:00,SUV,funabashi,prod_002,,,desktop
evt_000936,sess_0206,user_0213,view,2,2025-06-15T09:13:36,SUV,narita,prod_004,,,desktop
evt_000937,sess_0206,user_0213,purchase,3,2025-06-15T09:15:23,SUV,funabashi,prod_002,5,48366,desktop
evt_000938,sess_0207,user_0199,view,1,2025-06-16T15:01:00,minivan,katsuura,prod_010,,,mobile
evt_000939,sess_0207,user_0199,view,2,2025-06-16T15:04:30,SUV,kashiwa,prod_003,,,mobile
evt_000940,sess_0207,user_0199,view,3,2025-06-16T15:07:14,hatchback,funabashi,prod_012,,,mobile
evt_000941,sess_0207,user_0199,view,4,2025-06-16T15:09:51,SUV,kashiwa,prod_003,,,mobile
evt_000942,sess_0207,user_0199,view,5,2025-06-16T15:11:35,hatchback,katsuura,prod_015,,,mobile
evt_000943,sess_0207,user_0199,view,6,2025-06-16T15:13:25,SUV,chiba,prod_001,,,mobile
evt_000944,sess_0207,user_0199,purchase,7,2025-06-16T15:17:20,SUV,chiba,prod_001,2,19374,mobile
evt_000945,sess_0208,user_0585,view,1,2025-06-18T06:52:00,minivan,katsuura,prod_010,,,mobile
evt_000946,sess_0208,user_0585,view,2,2025-06-18T06:53:15,hatchback,chiba,prod_011,,,mobile
evt_000947,sess_0208,user_0585,view,3,2025-06-18T06:55:10,hatchback,narita,prod_014,,,mobile
evt_000948,sess_0208,user_0585,purchase,4,2025-06-18T06:55:53,minivan,katsuura,prod_010,3,35517,mobile
evt_000949,sess_0209,user_0195,view,1,2025-06-10T17:07:00,minivan,kashiwa,prod_008,,,mobile
evt_000950,sess_0209,user_0195,view,2,2025-06-10T17:10:22,hatchback,chiba,prod_011,,,mobile
evt_000951,sess_0209,user_0195,view,3,2025-06-10T17:12:01,hatchback,narita,prod_014,,,mobile
evt_000952,sess_0210,user_0342,view,1,2025-06-14T10:00:00,minivan,funabashi,prod_007,,,mobile
evt_000953,sess_0210,user_0342,view,2,2025-06-14T10:02:12,hatchback,funabashi,prod_012,,,mobile
evt_000954,sess_0210,user_0342,view,3,2025-06-14T10:03:12,minivan,chiba,prod_006,,,mobile
evt_000955,sess_0210,user_0342,purchase,4,2025-06-14T10:06:11,minivan,funabashi,prod_007,2,22713,mobile
evt_000956,sess_0211,user_0278,view,1,2025-06-03T16:06:00,SUV,chiba,prod_001,,,mobile
evt_000957,sess_0211,user_0278,view,2,2025-06-03T16:08:09,SUV,narita,prod_004,,,mobile
evt_000958,sess_0211,user_0278,view,3,2025-06-03T16:11:00,minivan,narita,prod_009,,,mobile
evt_000959,sess_0211,user_0278,view,4,2025-06-03T16:13:14,minivan,funabashi,prod_007,,,mobile
evt_000960,sess_0211,user_0278,view,5,2025-06-03T16:17:03,SUV,narita,prod_004,,,mobile
evt_000961,sess_0211,user_0278,purchase,6,2025-06-03T16:20:50,SUV,narita,prod_004,4,39652,mobile
evt_000962,sess_0212,user_0135,view,1,2025-06-29T10:51:00,SUV,funabashi,prod_002,,,mobile
evt_000963,sess_0212,user_0135,view,2,2025-06-29T10:52:06,minivan,narita,prod_009,,,mobile
evt_000964,sess_0212,user_0135,view,3,2025-06-29T10:55:47,hatchback,funabashi,prod_012,,,mobile
evt_000965,sess_0212,user_0135,purchase,4,2025-06-29T10:58:11,minivan,narita,prod_009,3,36324,mobile
evt_000966,sess_0213,user_0175,view,1,2025-06-25T14:54:00,minivan,kashiwa,prod_008,,,mobile
evt_000967,sess_0213,user_0175,view,2,2025-06-25T14:55:21,minivan,kashiwa,prod_008,,,mobile
evt_000968,sess_0213,user_0175,view,3,2025-06-25T14:57:44,minivan,funabashi,prod_007,,,mobile
evt_000969,sess_0213,user_0175,view,4,2025-06-25T15:01:32,hatchback,funabashi,prod_012,,,mobile
evt_000970,sess_0213,user_0175,purchase,5,2025-06-25T15:03:43,minivan,funabashi,prod_007,3,32207,mobile
evt_000971,sess_0214,user_0686,view,1,2025-06-04T13:01:00,minivan,narita,prod_009,,,mobile
evt_000972,sess_0214,user_0686,view,2,2025-06-04T13:03:52,hatchback,funabashi,prod_012,,,mobile
evt_000973,sess_0214,user_0686,view,3,2025-06-04T13:06:18,minivan,chiba,prod_006,,,mobile
evt_000974,sess_0214,user_0686,view,4,2025-06-04T13:07:33,hatchback,narita,prod_014,,,mobile
evt_000975,sess_0214,user_0686,view,5,2025-06-04T13:11:06,minivan,chiba,prod_006,,,mobile
evt_000976,sess_0215,user_0464,view,1,2025-06-17T01:01:00,hatchback,kashiwa,prod_013,,,mobile
evt_000977,sess_0215,user_0464,view,2,2025-06-17T01:03:56,hatchback,funabashi,prod_012,,,mobile
evt_000978,sess_0215,user_0464,view,3,2025-06-17T01:04:48,hatchback,chiba,prod_011,,,mobile
evt_000979,sess_0215,user_0464,view,4,2025-06-17T01:07:28,hatchback,chiba,prod_011,,,mobile
evt_000980,sess_0215,user_0464,view,5,2025-06-17T01:10:11,hatchback,funabashi,prod_012,,,mobile
evt_000981,sess_0215,user_0464,purchase,6,2025-06-17T01:14:11,hatchback,kashiwa,prod_013,2,12462,mobile
evt_000982,sess_0216,user_0641,view,1,2025-06-08T09:30:00,SUV,katsuura,prod_005,,,mobile
evt_000983,sess_0216,user_0641,view,2,2025-06-08T09:30:52,SUV,chiba,prod_001,,,mobile
evt_000984,sess_0216,user_0641,view,3,2025-06-08T09:31:16,SUV,katsuura,prod_005,,,mobile
evt_000985,sess_0216,user_0641,view,4,2025-06-08T09:34:24,minivan,katsuura,prod_010,,,mobile
evt_000986,sess_0216,user_0641,view,5,2025-06-08T09:35:05,SUV,katsuura,prod_005,,,mobile
evt_000987,sess_0216,user_0641,purchase,6,2025-06-08T09:39:05,minivan,katsuura,prod_010,4,46840,mobile
evt_000988,sess_0217,user_0185,view,1,2025-06-13T15:05:00,minivan,narita,prod_009,,,mobile
evt_000989,sess_0217,user_0185,view,2,2025-06-13T15:06:53,SUV,chiba,prod_001,,,mobile
evt_000990,sess_0217,user_0185,view,3,2025-06-13T15:09:16,minivan,chiba,prod_006,,,mobile
evt_000991,sess_0217,user_0185,view,4,2025-06-13T15:11:39,hatchback,chiba,prod_011,,,mobile
evt_000992,sess_0217,user_0185,view,5,2025-06-13T15:15:05,hatchback,katsuura,prod_015,,,mobile
evt_000993,sess_0217,user_0185,view,6,2025-06-13T15:18:37,hatchback,kashiwa,prod_013,,,mobile
evt_000994,sess_0217,user_0185,purchase,7,2025-06-13T15:19:17,hatchback,chiba,prod_011,1,6268,mobile
evt_000995,sess_0218,user_0680,view,1,2025-06-22T17:31:00,hatchback,funabashi,prod_012,,,desktop
evt_000996,sess_0218,user_0680,view,2,2025-06-22T17:32:50,hatchback,narita,prod_014,,,desktop
evt_000997,sess_0218,user_0680,view,3,2025-06-22T17:34:24,SUV,narita,prod_004,,,desktop
evt_000998,sess_0218,user_0680,view,4,2025-06-22T17:37:16,hatchback,narita,prod_014,,,desktop
evt_000999,sess_0218,user_0680,view,5,2025-06-22T17:40:00,minivan,narita,prod_009,,,desktop
evt_001000,sess_0218,user_0680,view,6,2025-06-22T17:42:48,SUV,chiba,prod_001,,,desktop
evt_001001,sess_0219,user_0640,view,1,2025-06-28T20:32:00,SUV,kashiwa,prod_003,,,mobile
evt_001002,sess_0219,user_0640,view,2,2025-06-28T20:32:58,minivan,funabashi,prod_007,,,mobile
evt_001003,sess_0219,user_0640,purchase,3,2025-06-28T20:34:02,SUV,kashiwa,prod_003,2,19258,mobile
evt_001004,sess_0220,user_0034,view,1,2025-06-30T09:24:00,SUV,kashiwa,prod_003,,,mobile
evt_001005,sess_0220,user_0034,view,2,2025-06-30T09:27:55,minivan,narita,prod_009,,,mobile
evt_001006,sess_0220,user_0034,view,3,2025-06-30T09:31:28,hatchback,chiba,prod_011,,,mobile
evt_001007,sess_0220,user_0034,view,4,2025-06-30T09:33:46,minivan,funabashi,prod_007,,,mobile
evt_001008,sess_0220,user_0034,view,5,2025-06-30T09:37:17,hatchback,katsuura,prod_015,,,mobile
evt_001009,sess_0220,user_0034,purchase,6,2025-06-30T09:38:36,minivan,funabashi,prod_007,2,21379,mobile
evt_001010,sess_0221,user_0446,view,1,2025-06-29T03:48:00,hatchback,katsuura,prod_015,,,mobile
evt_001011,sess_0221,user_0446,view,2,2025-06-29T03:49:45,SUV,narita,prod_004,,,mobile
evt_001012,sess_0221,user_0446,view,3,2025-06-29T03:51:10,minivan,funabashi,prod_007,,,mobile
evt_001013,sess_0221,user_0446,view,4,2025-06-29T03:54:47,hatchback,chiba,prod_011,,,mobile
evt_001014,sess_0221,user_0446,view,5,2025-06-29T03:57:59,minivan,chiba,prod_006,,,mobile
evt_001015,sess_0222,user_0185,view,1,2025-06-10T03:53:00,SUV,kashiwa,prod_003,,,mobile
evt_001016,sess_0222,user_0185,view,2,2025-06-10T03:53:34,hatchback,narita,prod_014,,,mobile
evt_001017,sess_0222,user_0185,view,3,2025-06-10T03:57:27,SUV,kashiwa,prod_003,,,mobile
evt_001018,sess_0222,user_0185,view,4,2025-06-10T03:58:18,hatchback,chiba,prod_011,,,mobile
evt_001019,sess_0223,user_0385,view,1,2025-06-13T22:53:00,hatchback,narita,prod_014,,,desktop
evt_001020,sess_0223,user_0385,view,2,2025-06-13T22:56:10,hatchback,funabashi,prod_012,,,desktop
evt_001021,sess_0223,user_0385,view,3,2025-06-13T22:57:11,hatchback,chiba,prod_011,,,desktop
evt_001022,sess_0223,user_0385,view,4,2025-06-13T22:57:46,SUV,funabashi,prod_002,,,desktop
evt_001023,sess_0223,user_0385,view,5,2025-06-13T22:58:21,SUV,katsuura,prod_005,,,desktop
evt_001024,sess_0223,user_0385,purchase,6,2025-06-13T22:59:26,hatchback,chiba,prod_011,5,31246,desktop
evt_001025,sess_0224,user_0183,view,1,2025-06-27T09:03:00,hatchback,narita,prod_014,,,mobile
evt_001026,sess_0224,user_0183,view,2,2025-06-27T09:03:24,hatchback,chiba,prod_011,,,mobile
evt_001027,sess_0224,user_0183,purchase,3,2025-06-27T09:06:27,hatchback,narita,prod_014,3,18910,mobile
evt_001028,sess_0225,user_0338,view,1,2025-06-11T15:41:00,SUV,katsuura,prod_005,,,desktop
evt_001029,sess_0225,user_0338,view,2,2025-06-11T15:44:49,hatchback,chiba,prod_011,,,desktop
evt_001030,sess_0225,user_0338,view,3,2025-06-11T15:47:26,hatchback,funabashi,prod_012,,,desktop
evt_001031,sess_0225,user_0338,view,4,2025-06-11T15:50:40,SUV,chiba,prod_001,,,desktop
evt_001032,sess_0225,user_0338,view,5,2025-06-11T15:53:45,SUV,kashiwa,prod_003,,,desktop
evt_001033,sess_0225,user_0338,view,6,2025-06-11T15:55:32,SUV,kashiwa,prod_003,,,desktop
evt_001034,sess_0225,user_0338,purchase,7,2025-06-11T15:59:08,hatchback,chiba,prod_011,2,13142,desktop
evt_001035,sess_0226,user_0677,view,1,2025-06-02T12:42:00,hatchback,narita,prod_014,,,mobile
evt_001036,sess_0226,user_0677,view,2,2025-06-02T12:44:25,minivan,narita,prod_009,,,mobile
evt_001037,sess_0226,user_0677,view,3,2025-06-02T12:47:29,SUV,kashiwa,prod_003,,,mobile
evt_001038,sess_0227,user_0017,view,1,2025-06-08T03:41:00,minivan,funabashi,prod_007,,,mobile
evt_001039,sess_0227,user_0017,view,2,2025-06-08T03:41:38,SUV,chiba,prod_001,,,mobile
evt_001040,sess_0227,user_0017,view,3,2025-06-08T03:44:45,SUV,katsuura,prod_005,,,mobile
evt_001041,sess_0227,user_0017,view,4,2025-06-08T03:47:43,SUV,narita,prod_004,,,mobile
